"((0, 0, 0, 0, 0, 0, 0, 0, 0), 'STORE')",0
"((0, 1, 0, 1, 0, 1, 0, 1, 0), 'IDLE')",0
"((0, 1, 0, 1, 0, 1, 0, 1, 0), 'ORDER_1')",0
"((0, 1, 0, 1, 0, 1, 0, 1, 1), 'STORE')",0
"((0, 1, 0, 1, 0, 1, 0, 1, 1), 'DELIVER')",100
"((0, 1, 0, 1, 0, 1, 0, 1, 1), 'IDLE')",0
"((0, 1, 0, 1, 0, 1, 0, 1, 1), 'ORDER_1')",0
"((0, 1, 0, 1, 0, 1, 1, 0, 0), 'STORE')",0
"((0, 1, 0, 1, 0, 1, 1, 0, 0), 'DELIVER')",100
"((0, 1, 0, 1, 0, 1, 1, 0, 0), 'IDLE')",0
"((0, 1, 0, 1, 0, 1, 1, 0, 0), 'ORDER_1')",0
"((0, 1, 0, 1, 0, 1, 1, 0, 1), 'STORE')",0
"((0, 1, 0, 1, 0, 1, 1, 0, 1), 'DELIVER')",100
"((0, 1, 0, 1, 0, 1, 1, 0, 1), 'IDLE')",0
"((0, 1, 0, 1, 0, 1, 1, 0, 1), 'ORDER_1')",0
"((0, 1, 0, 1, 0, 1, 1, 1, 0), 'STORE')",0
"((0, 1, 0, 1, 0, 1, 1, 1, 0), 'DELIVER')",100
"((0, 1, 0, 1, 0, 1, 1, 1, 0), 'IDLE')",0
"((0, 1, 0, 1, 0, 1, 1, 1, 0), 'ORDER_1')",0
"((0, 1, 0, 1, 0, 1, 1, 1, 1), 'STORE')",0
"((0, 1, 0, 1, 0, 1, 1, 1, 1), 'DELIVER')",100
"((0, 1, 0, 1, 0, 1, 1, 1, 1), 'IDLE')",0
"((0, 1, 0, 1, 0, 1, 1, 1, 1), 'ORDER_1')",0
"((0, 1, 0, 1, 1, 0, 0, 0, 0), 'STORE')",0
"((0, 1, 0, 1, 1, 0, 0, 0, 0), 'DELIVER')",100
"((0, 1, 0, 1, 1, 0, 0, 0, 0), 'IDLE')",0
"((0, 1, 0, 1, 1, 0, 0, 0, 0), 'ORDER_1')",0
"((0, 1, 0, 1, 1, 0, 0, 0, 1), 'STORE')",0
"((0, 1, 0, 1, 1, 0, 0, 0, 1), 'DELIVER')",100
"((0, 1, 0, 1, 1, 0, 0, 0, 1), 'IDLE')",0
"((0, 1, 0, 1, 1, 0, 0, 0, 1), 'ORDER_1')",0
"((0, 1, 0, 1, 1, 0, 0, 1, 0), 'STORE')",0
"((0, 1, 0, 1, 1, 0, 0, 1, 0), 'DELIVER')",100
"((0, 1, 0, 1, 1, 0, 0, 1, 0), 'IDLE')",0
"((0, 1, 0, 1, 1, 0, 0, 1, 0), 'ORDER_1')",0
"((0, 1, 0, 1, 1, 0, 0, 1, 1), 'STORE')",0
"((0, 1, 0, 1, 1, 0, 0, 1, 1), 'DELIVER')",100
"((0, 1, 0, 1, 1, 0, 0, 1, 1), 'IDLE')",0
"((0, 1, 0, 1, 1, 0, 0, 1, 1), 'ORDER_1')",0
"((0, 1, 0, 1, 1, 0, 1, 0, 0), 'STORE')",0
"((0, 1, 0, 1, 1, 0, 1, 0, 0), 'DELIVER')",100
"((0, 1, 0, 1, 1, 0, 1, 0, 0), 'IDLE')",0
"((0, 1, 0, 1, 1, 0, 1, 0, 0), 'ORDER_1')",0
"((0, 1, 0, 1, 1, 0, 1, 0, 1), 'STORE')",0
"((0, 1, 0, 1, 1, 0, 1, 0, 1), 'DELIVER')",100
"((0, 1, 0, 1, 1, 0, 1, 0, 1), 'IDLE')",0
"((0, 1, 0, 1, 1, 0, 1, 0, 1), 'ORDER_1')",0
"((0, 1, 0, 1, 1, 0, 1, 1, 0), 'STORE')",0
"((0, 1, 0, 1, 1, 0, 1, 1, 0), 'DELIVER')",100
"((0, 1, 0, 1, 1, 0, 1, 1, 0), 'IDLE')",0
"((0, 1, 0, 1, 1, 0, 1, 1, 0), 'ORDER_1')",0
"((0, 1, 0, 1, 1, 0, 1, 1, 1), 'STORE')",0
"((0, 1, 0, 1, 1, 0, 1, 1, 1), 'DELIVER')",100
"((0, 1, 0, 1, 1, 0, 1, 1, 1), 'IDLE')",0
"((0, 1, 0, 1, 1, 0, 1, 1, 1), 'ORDER_1')",0
"((0, 1, 0, 1, 1, 1, 0, 0, 0), 'STORE')",0
"((0, 1, 0, 1, 1, 1, 0, 0, 0), 'DELIVER')",100
"((0, 1, 0, 1, 1, 1, 0, 0, 0), 'IDLE')",0
"((0, 1, 0, 1, 1, 1, 0, 0, 0), 'ORDER_1')",0
"((0, 1, 0, 1, 1, 1, 0, 0, 1), 'STORE')",0
"((0, 1, 0, 1, 1, 1, 0, 0, 1), 'DELIVER')",100
"((0, 1, 0, 1, 1, 1, 0, 0, 1), 'IDLE')",0
"((0, 1, 0, 1, 1, 1, 0, 0, 1), 'ORDER_1')",0
"((0, 1, 0, 1, 1, 1, 0, 1, 0), 'STORE')",0
"((0, 1, 0, 1, 1, 1, 0, 1, 0), 'DELIVER')",100
"((0, 1, 0, 1, 1, 1, 0, 1, 0), 'IDLE')",0
"((0, 1, 0, 1, 1, 1, 0, 1, 0), 'ORDER_1')",0
"((0, 1, 0, 1, 1, 1, 0, 1, 1), 'STORE')",0
"((0, 1, 0, 1, 1, 1, 0, 1, 1), 'DELIVER')",100
"((0, 1, 0, 1, 1, 1, 0, 1, 1), 'IDLE')",0
"((0, 1, 0, 1, 1, 1, 0, 1, 1), 'ORDER_1')",0
"((0, 1, 0, 1, 1, 1, 1, 0, 0), 'STORE')",0
"((0, 1, 0, 1, 1, 1, 1, 0, 0), 'DELIVER')",100
"((0, 1, 0, 1, 1, 1, 1, 0, 0), 'IDLE')",0
"((0, 1, 0, 1, 1, 1, 1, 0, 0), 'ORDER_1')",0
"((0, 1, 0, 1, 1, 1, 1, 0, 1), 'STORE')",0
"((0, 1, 0, 1, 1, 1, 1, 0, 1), 'DELIVER')",100
"((0, 1, 0, 1, 1, 1, 1, 0, 1), 'IDLE')",0
"((0, 1, 0, 1, 1, 1, 1, 0, 1), 'ORDER_1')",0
"((0, 1, 0, 1, 1, 1, 1, 1, 0), 'STORE')",0
"((0, 1, 0, 1, 1, 1, 1, 1, 0), 'DELIVER')",100
"((0, 1, 0, 1, 1, 1, 1, 1, 0), 'IDLE')",0
"((0, 1, 0, 1, 1, 1, 1, 1, 0), 'ORDER_1')",0
"((0, 1, 0, 1, 1, 1, 1, 1, 1), 'STORE')",0
"((0, 1, 0, 1, 1, 1, 1, 1, 1), 'DELIVER')",100
"((0, 1, 0, 1, 1, 1, 1, 1, 1), 'IDLE')",0
"((0, 1, 0, 1, 1, 1, 1, 1, 1), 'ORDER_1')",0
"((0, 1, 1, 0, 0, 0, 0, 0, 0), 'STORE')",0
"((0, 1, 1, 0, 0, 0, 0, 0, 0), 'DELIVER')",0
"((0, 1, 1, 0, 0, 0, 0, 0, 0), 'IDLE')",100
"((0, 1, 1, 0, 0, 0, 0, 0, 0), 'ORDER_1')",0
"((0, 1, 1, 0, 0, 0, 0, 0, 1), 'STORE')",0
"((0, 1, 1, 0, 0, 0, 0, 0, 1), 'DELIVER')",0
"((0, 1, 1, 0, 0, 0, 0, 0, 1), 'IDLE')",100
"((0, 1, 1, 0, 0, 0, 0, 0, 1), 'ORDER_1')",0
"((0, 1, 1, 0, 0, 0, 0, 1, 0), 'STORE')",0
"((0, 1, 1, 0, 0, 0, 0, 1, 0), 'DELIVER')",0
"((0, 1, 1, 0, 0, 0, 0, 1, 0), 'IDLE')",100
"((0, 1, 1, 0, 0, 0, 0, 1, 0), 'ORDER_1')",0
"((0, 1, 1, 0, 0, 0, 0, 1, 1), 'STORE')",0
"((0, 1, 1, 0, 0, 0, 0, 1, 1), 'DELIVER')",0
"((0, 1, 1, 0, 0, 0, 0, 1, 1), 'IDLE')",100
"((0, 1, 1, 0, 0, 0, 0, 1, 1), 'ORDER_1')",0
"((0, 1, 1, 0, 0, 0, 1, 0, 0), 'STORE')",100
"((0, 1, 1, 0, 0, 0, 1, 0, 0), 'DELIVER')",0
"((0, 1, 1, 0, 0, 0, 1, 0, 0), 'IDLE')",0
"((0, 1, 1, 0, 0, 0, 1, 0, 0), 'ORDER_1')",0
"((0, 1, 1, 0, 0, 0, 1, 0, 1), 'STORE')",100
"((0, 1, 1, 0, 0, 0, 1, 0, 1), 'DELIVER')",0
"((0, 1, 1, 0, 0, 0, 1, 0, 1), 'IDLE')",0
"((0, 1, 1, 0, 0, 0, 1, 0, 1), 'ORDER_1')",0
"((0, 1, 1, 0, 0, 0, 1, 1, 0), 'STORE')",100
"((0, 1, 1, 0, 0, 0, 1, 1, 0), 'DELIVER')",0
"((0, 1, 1, 0, 0, 0, 1, 1, 0), 'IDLE')",0
"((0, 1, 1, 0, 0, 0, 1, 1, 0), 'ORDER_1')",0
"((0, 1, 1, 0, 0, 0, 1, 1, 1), 'STORE')",100
"((0, 1, 1, 0, 0, 0, 1, 1, 1), 'DELIVER')",0
"((0, 1, 1, 0, 0, 0, 1, 1, 1), 'IDLE')",0
"((0, 1, 1, 0, 0, 0, 1, 1, 1), 'ORDER_1')",0
"((0, 1, 1, 0, 0, 1, 0, 0, 0), 'STORE')",100
"((0, 1, 1, 0, 0, 1, 0, 0, 0), 'DELIVER')",0
"((0, 1, 1, 0, 0, 1, 0, 0, 0), 'IDLE')",0
"((0, 1, 1, 0, 0, 1, 0, 0, 0), 'ORDER_1')",0
"((0, 1, 1, 0, 0, 1, 0, 0, 1), 'STORE')",100
"((0, 1, 1, 0, 0, 1, 0, 0, 1), 'DELIVER')",0
"((0, 1, 1, 0, 0, 1, 0, 0, 1), 'IDLE')",0
"((0, 1, 1, 0, 0, 1, 0, 0, 1), 'ORDER_1')",0
"((0, 1, 1, 0, 0, 1, 0, 1, 0), 'STORE')",100
"((0, 1, 1, 0, 0, 1, 0, 1, 0), 'DELIVER')",0
"((0, 1, 1, 0, 0, 1, 0, 1, 0), 'IDLE')",0
"((0, 1, 1, 0, 0, 1, 0, 1, 0), 'ORDER_1')",0
"((0, 1, 1, 0, 0, 1, 0, 1, 1), 'STORE')",100
"((0, 1, 1, 0, 0, 1, 0, 1, 1), 'DELIVER')",0
"((0, 1, 1, 0, 0, 1, 0, 1, 1), 'IDLE')",0
"((0, 1, 1, 0, 0, 1, 0, 1, 1), 'ORDER_1')",0
"((0, 1, 1, 0, 0, 1, 1, 0, 0), 'STORE')",100
"((0, 1, 1, 0, 0, 1, 1, 0, 0), 'DELIVER')",0
"((0, 1, 1, 0, 0, 1, 1, 0, 0), 'IDLE')",0
"((0, 1, 1, 0, 0, 1, 1, 0, 0), 'ORDER_1')",0
"((0, 1, 1, 0, 0, 1, 1, 0, 1), 'STORE')",100
"((0, 1, 1, 0, 0, 1, 1, 0, 1), 'DELIVER')",0
"((0, 1, 1, 0, 0, 1, 1, 0, 1), 'IDLE')",0
"((0, 1, 1, 0, 0, 1, 1, 0, 1), 'ORDER_1')",0
"((0, 1, 1, 0, 0, 1, 1, 1, 0), 'STORE')",100
"((0, 1, 1, 0, 0, 1, 1, 1, 0), 'DELIVER')",0
"((0, 1, 1, 0, 0, 1, 1, 1, 0), 'IDLE')",0
"((0, 1, 1, 0, 0, 1, 1, 1, 0), 'ORDER_1')",0
"((0, 1, 1, 0, 0, 1, 1, 1, 1), 'STORE')",100
"((0, 1, 1, 0, 0, 1, 1, 1, 1), 'DELIVER')",0
"((0, 1, 1, 0, 0, 1, 1, 1, 1), 'IDLE')",0
"((0, 1, 1, 0, 0, 1, 1, 1, 1), 'ORDER_1')",0
"((0, 1, 1, 0, 1, 0, 0, 0, 0), 'STORE')",0
"((0, 1, 1, 0, 1, 0, 0, 0, 0), 'DELIVER')",100
"((0, 1, 1, 0, 1, 0, 0, 0, 0), 'IDLE')",0
"((0, 1, 1, 0, 1, 0, 0, 0, 0), 'ORDER_1')",0
"((0, 1, 1, 0, 1, 0, 0, 0, 1), 'STORE')",0
"((0, 1, 1, 0, 1, 0, 0, 0, 1), 'DELIVER')",100
"((0, 1, 1, 0, 1, 0, 0, 0, 1), 'IDLE')",0
"((0, 1, 1, 0, 1, 0, 0, 0, 1), 'ORDER_1')",0
"((0, 1, 1, 0, 1, 0, 0, 1, 0), 'STORE')",0
"((0, 1, 1, 0, 1, 0, 0, 1, 0), 'DELIVER')",100
"((0, 1, 1, 0, 1, 0, 0, 1, 0), 'IDLE')",0
"((0, 1, 1, 0, 1, 0, 0, 1, 0), 'ORDER_1')",0
"((0, 1, 1, 0, 1, 0, 0, 1, 1), 'STORE')",0
"((0, 1, 1, 0, 1, 0, 0, 1, 1), 'DELIVER')",100
"((0, 1, 1, 0, 1, 0, 0, 1, 1), 'IDLE')",0
"((0, 1, 1, 0, 1, 0, 0, 1, 1), 'ORDER_1')",0
"((0, 1, 1, 0, 1, 0, 1, 0, 0), 'STORE')",0
"((0, 1, 1, 0, 1, 0, 1, 0, 0), 'DELIVER')",100
"((0, 1, 1, 0, 1, 0, 1, 0, 0), 'IDLE')",0
"((0, 1, 1, 0, 1, 0, 1, 0, 0), 'ORDER_1')",0
"((0, 1, 1, 0, 1, 0, 1, 0, 1), 'STORE')",0
"((0, 1, 1, 0, 1, 0, 1, 0, 1), 'DELIVER')",100
"((0, 1, 1, 0, 1, 0, 1, 0, 1), 'IDLE')",0
"((0, 1, 1, 0, 1, 0, 1, 0, 1), 'ORDER_1')",0
"((0, 1, 1, 0, 1, 0, 1, 1, 0), 'STORE')",0
"((0, 1, 1, 0, 1, 0, 1, 1, 0), 'DELIVER')",100
"((0, 1, 1, 0, 1, 0, 1, 1, 0), 'IDLE')",0
"((0, 1, 1, 0, 1, 0, 1, 1, 0), 'ORDER_1')",0
"((0, 1, 1, 0, 1, 0, 1, 1, 1), 'STORE')",0
"((0, 1, 1, 0, 1, 0, 1, 1, 1), 'DELIVER')",100
"((0, 1, 1, 0, 1, 0, 1, 1, 1), 'IDLE')",0
"((0, 1, 1, 0, 1, 0, 1, 1, 1), 'ORDER_1')",0
"((0, 1, 1, 0, 1, 1, 0, 0, 0), 'STORE')",0
"((0, 1, 1, 0, 1, 1, 0, 0, 0), 'DELIVER')",100
"((0, 1, 1, 0, 1, 1, 0, 0, 0), 'IDLE')",0
"((0, 1, 1, 0, 1, 1, 0, 0, 0), 'ORDER_1')",0
"((0, 1, 1, 0, 1, 1, 0, 0, 1), 'STORE')",0
"((0, 1, 1, 0, 1, 1, 0, 0, 1), 'DELIVER')",100
"((0, 1, 1, 0, 1, 1, 0, 0, 1), 'IDLE')",0
"((0, 1, 1, 0, 1, 1, 0, 0, 1), 'ORDER_1')",0
"((0, 1, 1, 0, 1, 1, 0, 1, 0), 'STORE')",0
"((0, 1, 1, 0, 1, 1, 0, 1, 0), 'DELIVER')",100
"((0, 1, 1, 0, 1, 1, 0, 1, 0), 'IDLE')",0
"((0, 1, 1, 0, 1, 1, 0, 1, 0), 'ORDER_1')",0
"((0, 1, 1, 0, 1, 1, 0, 1, 1), 'STORE')",0
"((0, 1, 1, 0, 1, 1, 0, 1, 1), 'DELIVER')",100
"((0, 1, 1, 0, 1, 1, 0, 1, 1), 'IDLE')",0
"((0, 1, 1, 0, 1, 1, 0, 1, 1), 'ORDER_1')",0
"((0, 1, 1, 0, 1, 1, 1, 0, 0), 'STORE')",0
"((0, 1, 1, 0, 1, 1, 1, 0, 0), 'DELIVER')",100
"((0, 1, 1, 0, 1, 1, 1, 0, 0), 'IDLE')",0
"((0, 1, 1, 0, 1, 1, 1, 0, 0), 'ORDER_1')",0
"((0, 1, 1, 0, 1, 1, 1, 0, 1), 'STORE')",0
"((0, 1, 1, 0, 1, 1, 1, 0, 1), 'DELIVER')",100
"((0, 1, 1, 0, 1, 1, 1, 0, 1), 'IDLE')",0
"((0, 1, 1, 0, 1, 1, 1, 0, 1), 'ORDER_1')",0
"((0, 1, 1, 0, 1, 1, 1, 1, 0), 'STORE')",0
"((0, 1, 1, 0, 1, 1, 1, 1, 0), 'DELIVER')",100
"((0, 1, 1, 0, 1, 1, 1, 1, 0), 'IDLE')",0
"((0, 1, 1, 0, 1, 1, 1, 1, 0), 'ORDER_1')",0
"((0, 1, 1, 0, 1, 1, 1, 1, 1), 'STORE')",0
"((0, 1, 1, 0, 1, 1, 1, 1, 1), 'DELIVER')",100
"((0, 1, 1, 0, 1, 1, 1, 1, 1), 'IDLE')",0
"((0, 1, 1, 0, 1, 1, 1, 1, 1), 'ORDER_1')",0
"((0, 1, 1, 1, 0, 0, 0, 0, 0), 'STORE')",0
"((0, 1, 1, 1, 0, 0, 0, 0, 0), 'DELIVER')",100
"((0, 1, 1, 1, 0, 0, 0, 0, 0), 'IDLE')",0
"((0, 1, 1, 1, 0, 0, 0, 0, 0), 'ORDER_1')",0
"((0, 1, 1, 1, 0, 0, 0, 0, 1), 'STORE')",0
"((0, 1, 1, 1, 0, 0, 0, 0, 1), 'DELIVER')",100
"((0, 1, 1, 1, 0, 0, 0, 0, 1), 'IDLE')",0
"((0, 1, 1, 1, 0, 0, 0, 0, 1), 'ORDER_1')",0
"((0, 1, 1, 1, 0, 0, 0, 1, 0), 'STORE')",0
"((0, 1, 1, 1, 0, 0, 0, 1, 0), 'DELIVER')",100
"((0, 1, 1, 1, 0, 0, 0, 1, 0), 'IDLE')",0
"((0, 1, 1, 1, 0, 0, 0, 1, 0), 'ORDER_1')",0
"((0, 1, 1, 1, 0, 0, 0, 1, 1), 'STORE')",0
"((0, 1, 1, 1, 0, 0, 0, 1, 1), 'DELIVER')",100
"((0, 1, 1, 1, 0, 0, 0, 1, 1), 'IDLE')",0
"((0, 1, 1, 1, 0, 0, 0, 1, 1), 'ORDER_1')",0
"((0, 1, 1, 1, 0, 0, 1, 0, 0), 'STORE')",0
"((0, 1, 1, 1, 0, 0, 1, 0, 0), 'DELIVER')",100
"((0, 1, 1, 1, 0, 0, 1, 0, 0), 'IDLE')",0
"((0, 1, 1, 1, 0, 0, 1, 0, 0), 'ORDER_1')",0
"((0, 1, 1, 1, 0, 0, 1, 0, 1), 'STORE')",0
"((0, 1, 1, 1, 0, 0, 1, 0, 1), 'DELIVER')",100
"((0, 1, 1, 1, 0, 0, 1, 0, 1), 'IDLE')",0
"((0, 1, 1, 1, 0, 0, 1, 0, 1), 'ORDER_1')",0
"((0, 1, 1, 1, 0, 0, 1, 1, 0), 'STORE')",0
"((0, 1, 1, 1, 0, 0, 1, 1, 0), 'DELIVER')",100
"((0, 1, 1, 1, 0, 0, 1, 1, 0), 'IDLE')",0
"((0, 1, 1, 1, 0, 0, 1, 1, 0), 'ORDER_1')",0
"((0, 1, 1, 1, 0, 0, 1, 1, 1), 'STORE')",0
"((0, 1, 1, 1, 0, 0, 1, 1, 1), 'DELIVER')",100
"((0, 1, 1, 1, 0, 0, 1, 1, 1), 'IDLE')",0
"((0, 1, 1, 1, 0, 0, 1, 1, 1), 'ORDER_1')",0
"((0, 1, 1, 1, 0, 1, 0, 0, 0), 'STORE')",0
"((0, 1, 1, 1, 0, 1, 0, 0, 0), 'DELIVER')",100
"((0, 1, 1, 1, 0, 1, 0, 0, 0), 'IDLE')",0
"((0, 1, 1, 1, 0, 1, 0, 0, 0), 'ORDER_1')",0
"((0, 1, 1, 1, 0, 1, 0, 0, 1), 'STORE')",0
"((0, 1, 1, 1, 0, 1, 0, 0, 1), 'DELIVER')",100
"((0, 1, 1, 1, 0, 1, 0, 0, 1), 'IDLE')",0
"((0, 1, 1, 1, 0, 1, 0, 0, 1), 'ORDER_1')",0
"((0, 1, 1, 1, 0, 1, 0, 1, 0), 'STORE')",0
"((0, 1, 1, 1, 0, 1, 0, 1, 0), 'DELIVER')",100
"((0, 1, 1, 1, 0, 1, 0, 1, 0), 'IDLE')",0
"((0, 1, 1, 1, 0, 1, 0, 1, 0), 'ORDER_1')",0
"((0, 1, 1, 1, 0, 1, 0, 1, 1), 'STORE')",0
"((0, 1, 1, 1, 0, 1, 0, 1, 1), 'DELIVER')",100
"((0, 1, 1, 1, 0, 1, 0, 1, 1), 'IDLE')",0
"((0, 1, 1, 1, 0, 1, 0, 1, 1), 'ORDER_1')",0
"((0, 1, 1, 1, 0, 1, 1, 0, 0), 'STORE')",0
"((0, 1, 1, 1, 0, 1, 1, 0, 0), 'DELIVER')",100
"((0, 1, 1, 1, 0, 1, 1, 0, 0), 'IDLE')",0
"((0, 1, 1, 1, 0, 1, 1, 0, 0), 'ORDER_1')",0
"((0, 1, 1, 1, 0, 1, 1, 0, 1), 'STORE')",0
"((0, 1, 1, 1, 0, 1, 1, 0, 1), 'DELIVER')",100
"((0, 1, 1, 1, 0, 1, 1, 0, 1), 'IDLE')",0
"((0, 1, 1, 1, 0, 1, 1, 0, 1), 'ORDER_1')",0
"((0, 1, 1, 1, 0, 1, 1, 1, 0), 'STORE')",0
"((0, 1, 1, 1, 0, 1, 1, 1, 0), 'DELIVER')",100
"((0, 1, 1, 1, 0, 1, 1, 1, 0), 'IDLE')",0
"((0, 1, 1, 1, 0, 1, 1, 1, 0), 'ORDER_1')",0
"((0, 1, 1, 1, 0, 1, 1, 1, 1), 'STORE')",0
"((0, 1, 1, 1, 0, 1, 1, 1, 1), 'DELIVER')",100
"((0, 1, 1, 1, 0, 1, 1, 1, 1), 'IDLE')",0
"((0, 1, 1, 1, 0, 1, 1, 1, 1), 'ORDER_1')",0
"((0, 1, 1, 1, 1, 0, 0, 0, 0), 'STORE')",0
"((0, 1, 1, 1, 1, 0, 0, 0, 0), 'DELIVER')",100
"((0, 1, 1, 1, 1, 0, 0, 0, 0), 'IDLE')",0
"((0, 1, 1, 1, 1, 0, 0, 0, 0), 'ORDER_1')",0
"((0, 1, 1, 1, 1, 0, 0, 0, 1), 'STORE')",0
"((0, 1, 1, 1, 1, 0, 0, 0, 1), 'DELIVER')",100
"((0, 1, 1, 1, 1, 0, 0, 0, 1), 'IDLE')",0
"((0, 1, 1, 1, 1, 0, 0, 0, 1), 'ORDER_1')",0
"((0, 1, 1, 1, 1, 0, 0, 1, 0), 'STORE')",0
"((0, 1, 1, 1, 1, 0, 0, 1, 0), 'DELIVER')",100
"((0, 1, 1, 1, 1, 0, 0, 1, 0), 'IDLE')",0
"((0, 1, 1, 1, 1, 0, 0, 1, 0), 'ORDER_1')",0
"((0, 1, 1, 1, 1, 0, 0, 1, 1), 'STORE')",0
"((0, 1, 1, 1, 1, 0, 0, 1, 1), 'DELIVER')",100
"((0, 1, 1, 1, 1, 0, 0, 1, 1), 'IDLE')",0
"((0, 1, 1, 1, 1, 0, 0, 1, 1), 'ORDER_1')",0
"((0, 1, 1, 1, 1, 0, 1, 0, 0), 'STORE')",0
"((0, 1, 1, 1, 1, 0, 1, 0, 0), 'DELIVER')",100
"((0, 1, 1, 1, 1, 0, 1, 0, 0), 'IDLE')",0
"((0, 1, 1, 1, 1, 0, 1, 0, 0), 'ORDER_1')",0
"((0, 1, 1, 1, 1, 0, 1, 0, 1), 'STORE')",0
"((0, 1, 1, 1, 1, 0, 1, 0, 1), 'DELIVER')",100
"((0, 1, 1, 1, 1, 0, 1, 0, 1), 'IDLE')",0
"((0, 1, 1, 1, 1, 0, 1, 0, 1), 'ORDER_1')",0
"((0, 1, 1, 1, 1, 0, 1, 1, 0), 'STORE')",0
"((0, 1, 1, 1, 1, 0, 1, 1, 0), 'DELIVER')",100
"((0, 1, 1, 1, 1, 0, 1, 1, 0), 'IDLE')",0
"((0, 1, 1, 1, 1, 0, 1, 1, 0), 'ORDER_1')",0
"((0, 1, 1, 1, 1, 0, 1, 1, 1), 'STORE')",0
"((0, 1, 1, 1, 1, 0, 1, 1, 1), 'DELIVER')",100
"((0, 1, 1, 1, 1, 0, 1, 1, 1), 'IDLE')",0
"((0, 1, 1, 1, 1, 0, 1, 1, 1), 'ORDER_1')",0
"((0, 1, 1, 1, 1, 1, 0, 0, 0), 'STORE')",0
"((0, 1, 1, 1, 1, 1, 0, 0, 0), 'DELIVER')",100
"((0, 1, 1, 1, 1, 1, 0, 0, 0), 'IDLE')",0
"((0, 1, 1, 1, 1, 1, 0, 0, 0), 'ORDER_1')",0
"((0, 1, 1, 1, 1, 1, 0, 0, 1), 'STORE')",0
"((0, 1, 1, 1, 1, 1, 0, 0, 1), 'DELIVER')",100
"((0, 1, 1, 1, 1, 1, 0, 0, 1), 'IDLE')",0
"((0, 1, 1, 1, 1, 1, 0, 0, 1), 'ORDER_1')",0
"((0, 1, 1, 1, 1, 1, 0, 1, 0), 'STORE')",0
"((0, 1, 1, 1, 1, 1, 0, 1, 0), 'DELIVER')",100
"((0, 1, 1, 1, 1, 1, 0, 1, 0), 'IDLE')",0
"((0, 1, 1, 1, 1, 1, 0, 1, 0), 'ORDER_1')",0
"((0, 1, 1, 1, 1, 1, 0, 1, 1), 'STORE')",0
"((0, 1, 1, 1, 1, 1, 0, 1, 1), 'DELIVER')",100
"((0, 1, 1, 1, 1, 1, 0, 1, 1), 'IDLE')",0
"((0, 1, 1, 1, 1, 1, 0, 1, 1), 'ORDER_1')",0
"((0, 1, 1, 1, 1, 1, 1, 0, 0), 'STORE')",0
"((0, 1, 1, 1, 1, 1, 1, 0, 0), 'DELIVER')",100
"((0, 1, 1, 1, 1, 1, 1, 0, 0), 'IDLE')",0
"((0, 1, 1, 1, 1, 1, 1, 0, 0), 'ORDER_1')",0
"((0, 1, 1, 1, 1, 1, 1, 0, 1), 'STORE')",0
"((0, 1, 1, 1, 1, 1, 1, 0, 1), 'DELIVER')",100
"((0, 1, 1, 1, 1, 1, 1, 0, 1), 'IDLE')",0
"((0, 1, 1, 1, 1, 1, 1, 0, 1), 'ORDER_1')",0
"((0, 1, 1, 1, 1, 1, 1, 1, 0), 'STORE')",0
"((0, 1, 1, 1, 1, 1, 1, 1, 0), 'DELIVER')",100
"((0, 1, 1, 1, 1, 1, 1, 1, 0), 'IDLE')",0
"((0, 1, 1, 1, 1, 1, 1, 1, 0), 'ORDER_1')",0
"((0, 1, 1, 1, 1, 1, 1, 1, 1), 'STORE')",0
"((0, 1, 1, 1, 1, 1, 1, 1, 1), 'DELIVER')",100
"((0, 1, 1, 1, 1, 1, 1, 1, 1), 'IDLE')",0
